gender,description,link_color,profileimage,sidebar_color,text,cln_desc,cln_text
male,#datpiff #promo #hotnewhiphop #promo #reverbnation #promo #soundcloud best on the net,0084B4,https://pbs.twimg.com/profile_images/649312242492702720/cZqTWwsC_normal.jpg,C0DEED,"#Reverbnation Get 10,000 video plays, song plays and views! increase chart position! in as little as 2 days! https://t.co/E8anuoHyzQ",#datpiff promo hotnewhiphop promo reverbnation promo soundcloud best on the net,"#reverbnation get 10,000 video plays song plays and views increase chart position in as little as 2 days https://t.co/e8anuohyzq"
female,"Sonja and the City, Dancer, TV Host, Positive Thinker, Motivator, Friend, Loving life and laughing through it :) 
http://t.co/W4y7DorbhI",990000,https://pbs.twimg.com/profile_images/2971275209/66922ee09a8d8745d3c5435cebb1e861_normal.jpeg,DFDFDF,"I want to get lost in your rock and roll and drift away. You helped me along, you're making meâ€_ https://t.co/mFcJmivjNN",sonja and the city dancer tv host positive thinker motivator friend loving life and laughing through it http://t.co/w4y7dorbhi,i want to get lost in your rock and roll and drift away you helped me along you're making meâ˚_ https://t.co/mfcjmivjnn
male,Aly & AJ enthusiast,0084B4,https://pbs.twimg.com/profile_images/658646091840274432/dpI6Cmvd_normal.jpg,C0DEED,why does pitchfork only like music by grimes and sky,aly aj enthusiast,why does pitchfork only like music by grimes and sky
female,"I live with husband - Mr O and 2 great kids, now teenagers, adopted very young, living on eggshells at times, lots of laughter, lots of tears.",0084B4,https://pbs.twimg.com/profile_images/553886249501851651/MVAw_G-a_normal.jpeg,C0DEED,@pennycarey63 @GreenhillOlivia yes our eldest's friends are all starting to turn 18 and alcohol availability and consumption increasing_Ÿçº_Ÿçº_Ÿçº_Ÿ˜±_Ÿ˜¨,i live with husband mr o and 2 great kids now teenagers adopted very young living on eggshells at times lots of laughter lots of tears.,@pennycarey63 greenhillolivia yes our eldest's friends are all starting to turn 18 and alcohol availability and consumption increasing_˘çº_˘çº_˘çº_˘˜±_˘˜¨
female,rhsss,FF0000,https://pbs.twimg.com/profile_images/658311412725354496/Ayf4hZW8_normal.jpg,F2E195,My grandma's nickname for me is boobies and I've never understood why....,rhsss,my grandma's nickname for me is boobies and i've never understood why....
male,"Proud HamptonU Softball Dad, Happy Hubby, Palliative Medicine Physician & PennState Hershey Alum. Any opinions expressed are my own.",0084B4,https://pbs.twimg.com/profile_images/645727479177609217/6ZDeW79Y_normal.jpg,C0DEED,"There you go, @sarahkollas. And it's purple, too!! _Ÿ˜ƒ https://t.co/8nVIpKJOrx",proud hamptonu softball dad happy hubby palliative medicine physician pennstate hershey alum any opinions expressed are my own.,there you go sarahkollas and it's purple too! _˘˜‰ https://t.co/8nvipkjorx
female,"Waking up is the universe's way of saying, here are the keys. Unlock me. Explore me. Discover that you are me. #mermaidlife",0084B4,https://pbs.twimg.com/profile_images/658346801892884480/tNZnyD3M_normal.jpg,C0DEED,Well being stuck at home sick def makes you think a lot about life changes and things that need to change for the better #LifeIsStrange,waking up is the universe's way of saying here are the keys unlock me explore me discover that you are me mermaidlife,well being stuck at home sick def makes you think a lot about life changes and things that need to change for the better lifeisstrange
female,"Christian, Social Conservative/ Libertarian-ish, Anti-Liberal Insanity, Pro-Life, Pro-Second Amendment, Pro-Common Sense & Sense of Humor",990000,https://pbs.twimg.com/profile_images/657686947574513664/cBELohp1_normal.jpg,EEEEEE,"@KatiePavlich See, this is why you're my fav and why you should be on ""The Five"" every day. Or just get your own show. I'm not picky.",christian social conservative libertarian-ish anti-liberal insanity pro-life pro-second amendment pro-common sense sense of humor,@katiepavlich see this is why you're my fav and why you should be on the five every day or just get your own show i'm not picky.
male,"Oak Ridge High School grad Class of 2012, and Oak Ridge Varsity Football DB/SPT Coach #TrojanPride #CheeseHead #OnWisconsin #KingsAllDay #GoCubsGo",ABB8C2,https://pbs.twimg.com/profile_images/656351782835097601/4R3ubRNl_normal.jpg,FFFFFF,When u want something so badly that everything else fades away and that one thing is your entire world... You know you will succeed,oak ridge high school grad class of 2012 and oak ridge varsity football db/spt coach trojanpride cheesehead onwisconsin kingsallday gocubsgo,when u want something so badly that everything else fades away and that one thing is your entire world.. you know you will succeed
female,"Business & Personal Management, Executive & Personal Assistance, Event Planning, Property Management, Errand Service & More!",0084B4,https://pbs.twimg.com/profile_images/620605516692066304/M2xOrnE4_normal.jpg,C0DEED,"Martin Luther King taught us a lot of lessons about equality, love and standing up for what you believe in.... https://t.co/bnWTWEHnVF",business personal management executive personal assistance event planning property management errand service more!,martin luther king taught us a lot of lessons about equality love and standing up for what you believe in... https://t.co/bnwtwehnvf
female,How did you find me?,D1A3F0,https://pbs.twimg.com/profile_images/655334661304901632/93xFGZMx_normal.jpg,C0DEED,"as the full moon rises I can sense a lurking danger.
My wifi, it's turned into a monster and is off eating people! 
C'moon I want to youtube",how did you find me?,as the full moon rises i can sense a lurking danger my wifi it's turned into a monster and is off eating people c'moon i want to youtube
male,"unpleasant, culinary gangsta, personal chef, self-righteous and entitled asshole, 7 mile Detroit trash, deactivated jumpoff, glorfied side piece.",FF0505,https://pbs.twimg.com/profile_images/652538536000925696/fKzso-uY_normal.jpg,0A0A0A,diamonds and denim. https://t.co/Vq1vi3hPDX,unpleasant culinary gangsta personal chef self-righteous and entitled asshole 7 mile detroit trash deactivated jumpoff glorfied side piece.,diamonds and denim https://t.co/vq1vi3hpdx
male,Founder of @WolfandLooper | Financial Planner | Wealth Manager | Slazenger Hockey Player & Coach | The Alpha Gent | UJFM | Philanthropist | IG: Lordmoyo |,0084B4,https://pbs.twimg.com/profile_images/616081996922658816/CPfjeis6_normal.jpg,BDDCAD,Focus on being productive and not busy.,founder of wolfandlooper financial planner wealth manager slazenger hockey player coach the alpha gent ujfm philanthropist ig lordmoyo ,focus on being productive and not busy.
male,"Rallied aka Daddy. Part time nutritionist, trader, and OLT addict.",0084B4,https://pbs.twimg.com/profile_images/544054721799938048/dM3dJHFJ_normal.jpeg,C0DEED,You don't know how dumb and dog shit SnD kids are until you play with them.,rallied aka daddy part time nutritionist trader and olt addict.,you don't know how dumb and dog shit snd kids are until you play with them.
male,Collector of Chicago White Sox Kenner Starting Lineup Figurines.,0084B4,https://pbs.twimg.com/profile_images/617427138606694400/Il412j2G_normal.jpg,C0DEED,@TheCatbird_Seat @JRFegan Would either team consider something around Sale-Arenado&amp;Cargo?  And could Quintana&amp;Prospects get Arenado?,collector of chicago white sox kenner starting lineup figurines.,@thecatbird_seat jrfegan would either team consider something around sale-arenado&amp;cargo and could quintana&amp;prospects get arenado?
female,#UVA19,0084B4,https://pbs.twimg.com/profile_images/657414024372572160/ZZO7J54B_normal.jpg,FFFFFF,@amydaniellee ily lots and imy lots I know it's only been like 2 weeks but come visit again,#uva19,@amydaniellee ily lots and imy lots i know it's only been like 2 weeks but come visit again
female,I'm Polish Belieber..Justin followed me 26/6/2014  (:,5F509C,https://pbs.twimg.com/profile_images/658039889259331584/aCCaC9qG_normal.jpg,FFFFFF,I remember this Day when People hate my Dreams but Justin followed me all People envied me and congrats me @justinbieber i love You so much,i'm polish belieber..justin followed me 26/6/2014 (:,i remember this day when people hate my dreams but justin followed me all people envied me and congrats me justinbieber i love you so much
male,"Father/Motivational Speaker/Bestselling Author-The 10 Laws Of Manhood & Strong Fathers, Strong Sons, Strong Men/2015 Gospel Image Award Winner/ Christian",0084B4,https://pbs.twimg.com/profile_images/657169309907709952/Sn5c7uHk_normal.jpg,C0DEED,"GreetingsTwitterPlease help me to get my book exposed to 10,000 Men as it is changing lives  and making a difference https://t.co/Zmu0Tll3v6",father/motivational speaker/bestselling author-the 10 laws of manhood strong fathers strong sons strong men/2015 gospel image award winner christian,"greetingstwitterplease help me to get my book exposed to 10,000 men as it is changing lives and making a difference https://t.co/zmu0tll3v6"
female,i talk a lot about nothing important,0084B4,https://pbs.twimg.com/profile_images/651639086285983744/31DwJF7r_normal.jpg,C0DEED,@hands0nic I'm telling Rupurt that Lil is becoming a bitch and he should get her in check or they need to break up,i talk a lot about nothing important,@hands0nic i'm telling rupurt that lil is becoming a bitch and he should get her in check or they need to break up
male,| Shippensburg Lacrosse #17 |,1D6FEB,https://pbs.twimg.com/profile_images/656336367350382592/t1iUsou2_normal.jpg,FFFFFF,Cramping left and right, shippensburg lacrosse 17 ,cramping left and right
male,717 #TGOD Free the trap,0084B4,https://pbs.twimg.com/profile_images/655074462631612416/_gONnvP6_normal.jpg,C0DEED,I swear to god this Broccoli and Cheese working together like Drake and Future_Ÿ’__Ÿ’__Ÿ’_,717 tgod free the trap,i swear to god this broccoli and cheese working together like drake and future_˘ı__˘ı__˘ı_
male,"UX, Digital Marketing, Social Media & tech snizzle.",0084B4,https://pbs.twimg.com/profile_images/468498284412022784/Hy_1GONd_normal.jpeg,FFFFFF,"Why Google is getting schooled by Facebook in display ads, and what itâ€™s doing about it https://t.co/EkN2ERtWRj",ux digital marketing social media tech snizzle.,why google is getting schooled by facebook in display ads and what itâ˚™s doing about it https://t.co/ekn2ertwrj
male,Inventor. There's madness in my method. http://t.co/wIKlqaBHuI Views are my own.,0084B4,https://pbs.twimg.com/profile_images/1412718087/twit_profile_normal.jpg,C0DEED,"If you want to solve multimillion dollar problems, start at making math easier : https://t.co/ukCImiX3R5 #entrepreneurship #math",inventor there's madness in my method http://t.co/wiklqabhui views are my own.,if you want to solve multimillion dollar problems start at making math easier https://t.co/ukcimix3r5 entrepreneurship math
male,new acc other one stopped working:(,0084B4,https://pbs.twimg.com/profile_images/651129484561661952/g_F154oq_normal.jpg,C0DEED,briana and ashton are everything,new acc other one stopped working:(,briana and ashton are everything
male,"Dad,husband,sales manager @golf town stoon, board of directors Capa developments .Tweets are my own and not my employers.",0084B4,https://pbs.twimg.com/profile_images/2324164341/cgxr89h5repujmdsx59y_normal.jpeg,C0DEED,@WendyWGlobal @GabesGolf @AtchisonDon   The old boys golfing and workin the mowers at Holiday Park would be not to pleased.  Bad for golf.,"dad,husband,sales manager golf town stoon board of directors capa developments tweets are my own and not my employers.",@wendywglobal gabesgolf atchisondon the old boys golfing and workin the mowers at holiday park would be not to pleased bad for golf.
male,Where you can find all the #HipHop #News #Eatingndastreets http://t.co/KSIgbVox9C | @eatin_n_streets,0084B4,https://pbs.twimg.com/profile_images/586433827343478784/nfFUWOg5_normal.jpg,BDDCAD,Get Seen.Be Heard..Listen and Watch we have everything thats music or for music https://t.co/3SMI1TEylk,where you can find all the hiphop news eatingndastreets http://t.co/ksigbvox9c eatin_n_streets,get seen.be heard..listen and watch we have everything thats music or for music https://t.co/3smi1teylk
female,"Jeremy Corbyn supporter. Illustrator. Fan of David Lynch, John Shelby Spong, and Grayson Perry.",0084B4,https://pbs.twimg.com/profile_images/645506467194359808/x5tcTzSI_normal.jpg,C0DEED,"Small, modest, gin and tonic for me! https://t.co/np735hqu2f",jeremy corbyn supporter illustrator fan of david lynch john shelby spong and grayson perry.,small modest gin and tonic for me https://t.co/np735hqu2f
female,"** workout, PR, eat and repeat **",226349,https://pbs.twimg.com/profile_images/1367351962/Twit_profile_pic_normal.PNG,33CCFF,C'mon by to say hi! Grab a t-shirt and a Pellegrino. @UpholdInc at booth #2728. https://t.co/F7Qsm9yrOc,* workout pr eat and repeat *,c'mon by to say hi grab a t-shirt and a pellegrino upholdinc at booth 2728 https://t.co/f7qsm9yroc
male,listening with my heart // music is what feelings sound like // 2pmâ€¢got7â€¢JYPNâ€¢MIBâ€¢oneway,09D93D,https://pbs.twimg.com/profile_images/550129266138968064/0UfWPdGO_normal.jpeg,FFFFFF,glad to have a nice chat despite crazy amount of work and the unholy time,listening with my heart music is what feelings sound like 2pmâ˚¢got7â˚¢jypnâ˚¢mibâ˚¢oneway,glad to have a nice chat despite crazy amount of work and the unholy time
male,THIS IS A DJ STANK DADDY PRODUCTION,0084B4,https://pbs.twimg.com/profile_images/652997156392042496/1_XWXPaE_normal.jpg,C0DEED,"@KatrinaMatese toss and turn, lesson learned",this is a dj stank daddy production,@katrinamatese toss and turn lesson learned
male,"*Camerons Thots* ZADAYA IS MINES*Don't touch me, don't look at me, don't even breathe the same air as me if your not @camerondallas 1/12 10-19-15",0084B4,https://pbs.twimg.com/profile_images/653118032869376001/CNS8fV2S_normal.jpg,C0DEED,@camerondallas I HAVE YOU AS MY SCREENSAVER AND NEVER REALIZED IT PUTS YOUR FACE IN THE 0 BEFORE IM CRYING_Ÿ˜‚_Ÿ˜‚ https://t.co/YlZC72X97y,*camerons thots zadaya is mines*don't touch me don't look at me don't even breathe the same air as me if your not camerondallas 1/12 10-19-15,@camerondallas i have you as my screensaver and never realized it puts your face in the 0 before im crying_˘˜‚_˘˜‚ https://t.co/ylzc72x97y
